"","author_id","id_str","public_metrics.x.retweet_count","public_metrics.x.reply_count","public_metrics.x.like_count","public_metrics.x.quote_count","public_metrics.x.impression_count","created_at.x_date","text","profile_image_url","description","public_metrics.y.followers_count","public_metrics.y.following_count","public_metrics.y.tweet_count","public_metrics.y.listed_count","screen_name","name","created_at.y_date","location"
"12","1438558496002383878","1498673262607409154",     0,     1,     0,     0,     0,"2022-03-01","Today I am meeting with my members of Congress over Zoom as a volunteer with The ONE Campaign. You can support my efforts by calling your Congressional offices and telling them to support the funding needed to respond to COVID-19 around the world, stop the spread of new...","https://pbs.twimg.com/profile_images/1438558608791322627/gJDQNllm_bigger.jpg","Non profit organization aimed at ending poverty and preventable disease by 2030. Frostburg State University Chapter",      7,     45,     73,      0,"ONEatFSU","ONEatFSU","2021-09-16","Location not disclosed by user"
"13","917743345","1498672891176574977",     0,     1,     4,     0,     0,"2022-03-01","I do not know what the President will discuss tonite during the #SOTU, but remember that no matter what he says:
-your gas costs more
-your food costs more
-your clothes cost more
-7.5% inflation
-more than quadruple the amount of deaths from COVID than his predecessor (1)","https://pbs.twimg.com/profile_images/1568211312433418240/Q_EnbBOF_bigger.jpg","Follower of God ✝️; PAYR Deputy Vice Chair, North/South Central+Susquehanna; PSU Alum; RTs ≠ endorsements 🇺🇸 👇👇REGISTER TO VOTE IN PA BELOW👇👇",   1145,   1033,  41424,     11,"MattZupon","Matt Zupon","2012-10-31","Camp Hill, PA"
"14","51997828","1498672788768440336",     0,     0,     2,     0,     0,"2022-03-01","@Patrici77985224 @thehicklife Putin‘s Covid social distancing game is on point. 🤣","https://pbs.twimg.com/profile_images/1505807752182087683/hnGWkAQN_bigger.jpg","International man of mystery, Irish gangster & former wearer of a 7 point star badge. Don’t believe the hype. Tweets are my own & not my employer.",    645,    271,  27342,     22,"RayTheDroneGuy","RayTheDroneGuy","2009-06-29","Planet Earth"
"15","1039892963185254401","1498661267673812994",     0,     0,     0,     0,     0,"2022-03-01","@RepMattGaetz 975,175 American citizens have died from Covid. We don’t yet know how many will be permanently disabled as a result. And you want to now use the horror of Putin’s invasion of Ukraine to continue your misinformation campaign about Covid &amp; Fauci? Shame on you.","https://pbs.twimg.com/profile_images/1240039906883198976/DGX09nZr_bigger.jpg","Proud Mother. Dog lady. Avid reader. Uterine cancer survivor. Living w/ CRPS. The Southern Strategy is now the Republican Strategy.",   1369,   2286,  33782,      3,"litlove71","Tracy Randolph","2018-09-12","California, USA"
"16","220354795","1498660229508059142",     0,     0,     0,     0,     0,"2022-03-01","@Tone712 @EricMMatheny @GovWhitmer Gov Brown-Oregon did the same thing. Woman in my apt complex got covid &amp; went to the ER. The hospital sent her to a nursing home.","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","WF 60, Christian, Trump supporter. Oregon automatically registers to vote w/o verifying Citizenship; Election Fraud. I put my faith in God. KJ Bible believer.",   1423,   1734,  39014,      3,"DeannaNace","Deanna Nace","2010-11-27","pacific northwest"
"17","1287079370193014784","1498730573665390593",     0,     0,     0,     0,     0,"2022-03-01","I guess the “sCiEnCe” changed again, and now COVID is over, huh?   Biden posed to drop mask mandates. “It’s a State of the Union miracle!","https://pbs.twimg.com/profile_images/1385924050032074757/oQ2T29hy_bigger.jpg","Daily Scripture. Bible Truths. #Christian, #ProLife, #AllLivesMatter, God’s name is #Jehovah, #Jesus Christ is God’s Son, #Dogs lives matter.",    544,    460,  35447,      0,"bible_here","Bible Truths Spoken Here","2020-07-25","Location not disclosed by user"
"18","738451924458962944","1498722176366743557",     0,     0,     1,     0,     0,"2022-03-01","Biden Needs to Level with the American people of where the Country stands on the state of:

* Accomplishments - since the last Admin

* Democracy - in the world and how US needs to lead

* Unity in America - end division from the right, get onboard

* Healthcare - COVID

* To do","https://pbs.twimg.com/profile_images/1556036946555715584/jhl2xqDm_bigger.jpg","Retired Nucl Mgr/Physicist. I want to see change for the greater good of the US, regardless of political party. Govt, Politics, Tech & Science #StrongerTogether",   5137,   5531,   7361,      8,"robert_sauer1","For the Greater Good 🇺🇸🇺🇦","2016-06-02","Georgia, USA"
"19","76738869","1498721870488621056",     0,     0,     1,     0,     0,"2022-03-01","I hope the #StateOfTheUnion tonight is about 4 things:

• Long sacrifices fighting #Covid leading to victory
• Defense of Democracy at home &amp; abroad
• Return to world leadership &amp; respect
• The economy: recognizing real hardships, highlighting success &amp; continuing efforts","https://pbs.twimg.com/profile_images/1532878355896250368/vL37zZ_T_bigger.jpg","“Now I know the things I know, and I do the things I do; and if you do not like me so, to hell, my love, with you!”",    466,    168,  28856,     23,"VonnegutsCurve","Jeremy Thomas","2009-09-23","Los Angeles, CA"
"20","320868094","1498717851363905541",     0,     0,     0,     0,     0,"2022-03-01","@ErieNotEerie I do not believe the polls. The economy has done an amazing recovery and Biden can’t be blamed for inflation during Covid.","https://pbs.twimg.com/profile_images/1509991382852648962/mzd7aILX_bigger.jpg","Retired Microbiologist, Technical Writer, DayTrader specializing in Biotech,Democrat, Hates Trump, Pro Choice.Often likes animals more than people.🚫DM",    567,    625,  27598,      1,"btktrader","btktrader🇺🇸🇺🇦","2011-06-20","Tucson, Arizona"
"21","52065935","1498772994503675905",     0,     1,     3,     0,     0,"2022-03-01","President Biden is facing not only pressure with the Ukraine-Russia crisis, but many domestic issues as well. 

Covid-19 • Economy • Mental Health • Infrastructure…

The list is long.","https://pbs.twimg.com/profile_images/1493267286622408705/nHHNRixB_bigger.jpg","By Day: Dog Dad 🐶 AvGeek ✈️ Theme Park Tourist 🎢 By Night: Anchor at Spectrum News 13 Orlando 📺 👀 RT ≠ Endorsement (🔥⬆️ IYKYK)",  10008,   4402,  87832,    285,"NewsGuyGreg","Greg Angel","2009-06-29","Orlando, FL"
"22","1337133738581520385","1498837179774038018",     0,     1,     0,     0,     0,"2022-03-02","Why is NOBODY wearing a mask walking into the #StateOfTheUnionAddress !??? #SOTU wtf is Covid gone?","https://pbs.twimg.com/profile_images/1358542402139664386/BlX2DfOF_bigger.jpg","✨Indigenous✨
$geve1177",     55,    213,   1200,      0,"indigenous_asfk","Brittney","2020-12-10","North Dakota, United States"
"23","1464753427716653059","1498834128606679044",     0,     0,     0,     0,     0,"2022-03-02","@mariavhawkins @GovInslee Children cannot see  facial expressions with masks on which is crucial in their development. Children never had an issue with covid that has a 99.7 % cure rate for most people and 97% for those with other issues. We can keep ourselves safe, not the government.","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Proud Patriot",      1,     24,     29,      0,"KathPetersen51","Kath Petersen","2021-11-28","Location not disclosed by user"
"24","914638186143461376","1498812528121593862",     2,     0,     3,     0,     0,"2022-03-02","So many Long Term Care Facilities in Iowa with Covid because of her slow and irresponsible behavior. Kim Reynolds is a murderer who will hide behind the COVID-19 deaths of 10,000 Iowans. Why did Dr.Padatti quit! The head of the Iowa School System quit because of REYNOLDS , Clan!","https://pbs.twimg.com/profile_images/986674808019734528/CkgaCEVq_bigger.jpg","🌊💉 Joe is KILLING IT HU? NEVER SEEN A PRESIDENT COME BACK TO LIFE SO FAST! ENGAGED N HAPPY! NO DMs✌ #RESIST! BYE DONNY BOY🥳",    929,   1650,  12061,      1,"MarkDlock1","Mark D.","2017-10-01","Iowa, USA"
"25","479685370","1498808218386149378",     0,     1,     3,     0,     0,"2022-03-01","These so-called Republicans are really a bunch of Bitch-babies. They don't want to wear masks, now they're complaining about getting a COVID test!! Good riddance, President Biden doesn't need the negativity at his 1st #SOTU 
#SOTU2022","https://pbs.twimg.com/profile_images/1576579626750590977/VaQRgJFd_bigger.jpg","VOTE! If you do nothing else this year VOTE! Vote for our Democracy. Let them talk, You VOTE! Vote to give Democrats a true Majority. 
#VoteBlue
#FBR
#NoLists",   4559,   4371,  53049,      9,"NikkisBubble","Kikkay","2012-01-31","New York City"
"26","936456098734751745","1498801820109467651",     0,     0,     1,     0,     0,"2022-03-01","Y'all KNOW Pedo Joe gave Putin the ""green"" light to invade Ukraine, but just ""take a little slice!"" Not only is  the blood of COVID deaths on Biden's hands he's also covered in blood of innocent Ukranians. Biden and his phoney minions can shove that damn SOTU ADDRESS up his ASS!","https://pbs.twimg.com/profile_images/1310998971511259137/dARESnvx_bigger.jpg","🚫 DM'S! 🚫Trains! 🚫PORN! INSTANT BLOCK! KEEP THAT CRAP OFF MY TIMELINE!🤬 ZERO TWEETS gets you BLOCKED INSTANTLY! NO EXCEPTIONS!",   1127,   1135,  18006,      0,"ButchMeyer7","Butch Meyer","2017-12-01","Location not disclosed by user"
"27","114840005","1498853411407679492",     5,     0,    26,     1,     0,"2022-03-02","4 months after Biden wanted to fire Americans who didn't get the shot, Joe Biden says we have to learn to live with COVID.

#SOTU","https://pbs.twimg.com/profile_images/765564384642949122/qPjSQ8jh_bigger.jpg","Irreverent writer | Christian-Libertarian | Managing Editor @FEEonline |  @The_News_Herald & @HISTORY magazine alum | Bylines: @Newsweek @washtimes @MSN @NRO",  21752,   1522,  44233,    114,"miltimore79","Jon Miltimore","2010-02-16","Twin Cities, MN"
"28","1169814598427533312","1498853208197840896",     0,     0,     0,     0,     0,"2022-03-02","I love that we can get free tests now that Covid has gone the way of the flu. Love that he gives zero credit to the prior admin for developing those vaccines.  And coincidentally amazing he is changing his tune on kids in schools!!! OMG it’s a XMAS miracle. Wait no it’s politics.","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","",     15,    102,   2101,      0,"HotelHurricane9","hurricane1993","2019-09-06","Location not disclosed by user"
"29","486460905","1498853205467410435",     0,     0,     0,     0,     0,"2022-03-02","Republicans said they don't want masks, now the President is talking about free test and free Covid Pills and they still look unhappy, what a sad people  these guys are.
#SOTU #StateOfTheUnion","https://pbs.twimg.com/profile_images/1312865243740147712/yeyqCW53_bigger.jpg","D King|A Cocky Yoruba Demon|Motivate|Inspire|Influence|#FORTUNE.
♥Donkress still a Queen♥ 
👁EyeAtopThePyramid▲👁
Following the Light",   2582,   4997, 103805,      6,"SpicyAboki","President Papi Chulo𓃵","2012-02-08","Texas, USA"
"30","15565732","1498853168658395137",     6,     0,    15,     1,     0,"2022-03-02","“Test to Treat” is a major new tool in the battle against COVID-19. Get tested, if positive, get anti-viral drugs on the spot. For free. Thank you, Joe Biden!

#SOTU2022 #SOTU","https://pbs.twimg.com/profile_images/1504834417134641154/VIbgnIb-_bigger.jpg","Serial #Entrepreneur ▪ Software Innovator ▪ Design Thinker ▪ Technology Business Advisor ▪ Lecturer ▪ #skeptic #guitar #atheist #hiker #mtrainier #RESIST #FBR",  55920,  48378,  61643,    509,"faseidl","F. Andy Seidl","2008-07-23","Ann Arbor, Michigan"
"31","737493920817369088","1498853083736018947",     0,     0,     1,     0,     0,"2022-03-02","#TestToTreat is such a great initiative and will help us all live with COVID AND more at home tests! #SOTU","https://pbs.twimg.com/profile_images/1435738229995573251/RTMyTBaM_bigger.jpg","Gov't Relations @JDRF, @UCRSPP alum, Proud Californian, orgullosamente 🇬🇹, 🐶 dad to Lily, & OTF/Peloton enthusiast. Tweets are my own y a veces en Español.",    239,    700,   4290,      3,"PMontenegroDC","Pedro Montenegro","2016-05-31","Sometimes DC & Sometimes LA"
"32","1463756301335511041","1498852914307207174",     0,     0,     1,     0,     0,"2022-03-02","STATE  OF THE UNION Nancy and Kamala smiling while 1000s die in Ukraine .Biden taking credit for economic growth but after Covid , what !!only way to go was up..  how about the crashing stock market Joe.gas prices thru roof joe","https://pbs.twimg.com/profile_images/1463756484269989893/2czBMfTX_bigger.png","retired homebuilder. grandkids are my joy.  enjoy my big extended family. politically conservative.  enjoy gardening, current events,  food is my passion.",     12,     77,    377,      0,"Jamiev4354","Joe Jones(Jamie)¡","2021-11-25","Location not disclosed by user"
"33","199252851","1498852797055438855",     6,     0,     8,     1,     0,"2022-03-02","WASHINGTON (AP) — Biden: US launching 'test to treat' plan to provide free antiviral pills at pharmacies for people positive for COVID-19.","https://pbs.twimg.com/profile_images/1476383754977488900/l4diPj4q_bigger.jpg","Atlanta’s African American-owned and operated weekly newspaper and media company founded in 1966. Be Seen. Be Heard.",   6682,   2331,  37340,    169,"theatlantavoice","The Atlanta Voice","2010-10-06","Atlanta, GA"
"34","800570658929262592","1498851424075239429",   104,    28,   736,    11,     0,"2022-03-02","holy shit. Joe Biden just said the Attorney General is announcing an investigation into the assholes who committed fraud with covid money.","https://pbs.twimg.com/profile_images/1544507225846304768/gxbelS8D_bigger.jpg","Proud Montanan & Floridian. Huge nerd w/ a lab named Shelby. I raise lots of $ for stuff. Loves: Emory, Vanderbilt, Columbia, USF, beach, clearly a homo.",  25741,   2401, 425196,     83,"chrislongview","Florida Chris","2016-11-21","Florida, USA"
"35","1064026080124854273","1498849757548191754",     0,     0,     0,     0,     0,"2022-03-02","@SenSchumer This is the most ridiculous take ever. You forced poeople out of work then when the economy slowly opened back up you claimed those jobs as gains. The fact is there are less people now in the workforce because of covid lockdowns. Also, inflation is 100% yours to own","https://pbs.twimg.com/profile_images/1064030019314429952/cJzczcjM_bigger.jpg","Making fun of the media’s constant attacks on former President Trump and calling out hypocrisy. We reply with sweet sarcasm 😀",    493,   1012,   3824,      8,"NYCMagaGuy","BlackConservative","2018-11-18","New York, NY"
"36","64014276","1498847114612273152",     0,     0,     0,     0,     0,"2022-03-02","Everyone remember to thank @potus for leading us through this pandemic. Across the country covid numbers are dropping and that started at the top.","https://pbs.twimg.com/profile_images/1559712164012732416/Nk294Seg_bigger.jpg","It is our patriotic duty to #Resist. Forced pregnancy is immoral.  #CodifyRoe #VoteBlue  #BlackLivesMatter #Equality  No Dms please",   1698,   4405,  34432,     28,"mtmcelvy","McElvy Photography 🥋","2009-08-08","California, USA"
"37","1169814598427533312","1498846883720187916",     0,     0,     0,     0,     0,"2022-03-02","@POTUS lyin joe Biden again.  The us economy gre at historic proportions until Covid and then was stagnated by ridiculous political controls enforced by this derelict administration#cantwaitformidtefms","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","",     15,    102,   2101,      0,"HotelHurricane9","hurricane1993","2019-09-06","Location not disclosed by user"
"38","103721452","1498840518591193092",     0,     0,     3,     0,     0,"2022-03-02","How can there be ANY mask mandates after this theatre?  Crazy how COVID doesn’t impact geriatric politicians as much as kids in school…
#SOTU2022","https://pbs.twimg.com/profile_images/1537031594560700419/QsFvHx5E_bigger.jpg","11x Husband OTY | Girl Dad | Sneaker Head | Prefer To Lift Alone | Former LB | $BTC | Digital Art Curator | Land Man | COVID19 Veteran | 615 | 513 |",   2241,    417,  38388,     51,"D_Rob__","DRob","2010-01-11","Nashville, TN"
"39","1623044365","1498840366698614788",     0,     0,     1,     0,     0,"2022-03-02","Florida if you’re wondering why your senator Rubio isn’t present at the State of the Union, his lame excuse is “he didn’t have time to get his Covid test”. FYI the Capitol is giving tests &amp; they are quick &amp; easy. 

Do the right thing vote for a senator that doesn’t embarrass you","https://pbs.twimg.com/profile_images/888812069645987840/yd2X_gMv_bigger.jpg","Twitter once gave me some sanity. I’m also on Post @1gerigg",     35,    257,  20465,      1,"1gerigg","GG","2013-07-26","Location not disclosed by user"
"40","1324012528352010244","1498838788029796353",     0,     1,     1,     0,     0,"2022-03-02","@woodhouseb @marisa_schultz @Adonna_Biel @POTUS Sky high inflation.
Abysmal poll numbers. 
Afghanistan debacle. 
Putin's puppet.
Energy dependent.
More covid deaths than TFG.
Etc","https://pbs.twimg.com/profile_images/1324014214353162241/jLy5R_v4_bigger.jpg","I never forget a face, but in your case, I'm glad to make an exception  -  Groucho",     91,    241,  21374,      1,"SelectSpeed","Select O Speed","2020-11-04","Location not disclosed by user"
"41","53996121","1498865788567965700",     0,     0,     0,     0,     0,"2022-03-02","@orko_manna @kcranews @POTUS The people are tired of Politician's saying one thing then doing another, try working in a hospital, give away N95 masks, then the same week lift the mask mandate, the CV19 Vaccine protects from becoming infected, them you've got full blown Covid, the worse Rollout in history..","https://pbs.twimg.com/profile_images/1535478148363481088/mAZFREIM_bigger.jpg","⚕#BSN #RN #TipsFromTheER #TraumaBay 🌁#SanFrancisco #EveryLifeMatters #AmericanPatriot🇺🇸 #RealMurseJer🩺",  13672,  13475,  12849,      0,"jdontom","jerryD","2009-07-05","San Francisco, CA"
"42","885719628","1498865550528761862",     0,     2,     0,     0,     0,"2022-03-02","@alphanovembr @freehawk @MuellerSheWrote The economy and COVID for starters. His claim that he has created more new jobs in one year than any other President has been fact checked and is correct.  #SOTUA #SOTU22","https://pbs.twimg.com/profile_images/1611578509243125761/7rM-l5Gd_bigger.jpg","NYC Attorney; Former Public Defender ⚖️🗽 Married with Kids. #MomsDemand #StandWithUkraine 🇺🇦 #ProsecuteTrump",   2564,   4052,  22329,     10,"PCalistro","Phyllis","2012-10-17","Manhattan, NY"
"43","1324012528352010244","1498864942111408130",     0,     2,     0,     0,     0,"2022-03-02","@AP You would have to be delusional, deranged, and demented to believe that the state of the union is better than one year ago.
Skyrocketing inflation. 
Skyrocketing crime.
More covid deaths under Biden. 
Afghanistan disaster. 
Putin's puppet.
Etc.","https://pbs.twimg.com/profile_images/1324014214353162241/jLy5R_v4_bigger.jpg","I never forget a face, but in your case, I'm glad to make an exception  -  Groucho",     91,    241,  21374,      1,"SelectSpeed","Select O Speed","2020-11-04","Location not disclosed by user"
"44","822934499654778881","1498864327280975875",     0,     0,     1,     0,     0,"2022-03-02","@GOPLeader The 950K + Americans that have died bcz of covid deserve to be recognized by the gop who downplayed the entire pandemic bcz of one guy ...you are pathetic","https://pbs.twimg.com/profile_images/823721322039615489/XCgVq5Pi_bigger.jpg","Old , opinionated,  relentless,  but above all respectful as long as I am treated the same way .
Wake up people pay attention to the actions .
Cancer survivor.",    417,    505, 112569,      7,"wecanbanewforce","Jim DePaolis","2017-01-21","Astoria, Qnz & Fingerlakes NY"
"45","243030755","1498862017444200452",     0,     0,    40,     0,     0,"2022-03-02","My takeaway from @POTUS — We can’t change how divided we’ve been. But we can change how we move forward on #COVID, #LGBTQ rights, supporting veterans, treating cancer, &amp; mental health, among other issues we must face together like supporting the #UkraineWar","https://pbs.twimg.com/profile_images/1298802055465893889/-daRugvv_bigger.jpg","Director @YaleEmotion, Prof @YaleCSC, Co-creator @RULERapproach, Board @caselorg, & Author of #PermissionToFeel. Opinions are my own.",  26530,   1246,   4201,    273,"marcbrackett","Marc Brackett","2011-01-26","Location not disclosed by user"
"46","25539962","1498856412620939270",     0,     0,     1,     0,     0,"2022-03-02","In another departure from the last  #SOTU    and many presidential speeches of the last 2 years--no one is wearing masks! #Biden discussing successes in fighting the #COVID pandemic touted the reopening of businesses+schools. Big applause line: ""Our kids need to be in school.""","https://pbs.twimg.com/profile_images/1026536219474313217/0rib_ER2_bigger.jpg","Award-winning journalist 
Former: BBC @BBCNorthAmerica, @TravelChannel contributor. Making it happen! Views my own ",   1106,   1104,   6396,     27,"RealKizzyCox","Kizzy Cox","2009-03-20","New York, USA"
"47","352752258","1498854938914562049",     1,     0,     3,     0,     0,"2022-03-02","65 percent of the US population is fully vaccinated against COVID-19. You can thank President Biden and his administration for their aggressive campaign of getting millions vaccinated that is putting an end to this pandemic. #SOTU #SOTU2022","https://pbs.twimg.com/profile_images/1489281103139586054/Jm663Jql_bigger.jpg","He/him. 🏳️‍🌈 Liberal 💙 Rocket City Native. 🚀 War Eagle 🦅 Amateur NSFW 😈🍆",   4493,   2336,  32731,     36,"artsyboy1985","Jay Springing Through","2011-08-11","Huntsville, AL"
"48","17143007","1498854346733371397",    38,    21,   202,     9,     0,"2022-03-02","Pres. Biden just announced in #SOTU:

==&gt; As of next week every household can order an additional package of covid self tests (even if you already got your first pack)","https://pbs.twimg.com/profile_images/1424017449805131778/14AYCq3j_bigger.jpg","Manhattan Borough President. Personal account. He/él/הוא",  88329,   4167,  22136,   1121,"MarkLevineNYC","Mark D. Levine","2008-11-03","Manhattan, NY"
"49","1169814598427533312","1498853800299442179",     0,     0,     0,     0,     0,"2022-03-02","Yes lyin joe Biden.  We lost so much because of Covid 29 and your politically motivated mask mandates.  And oh by the way theNYPD hates you and your morally bereft policies.","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","",     15,    102,   2101,      0,"HotelHurricane9","hurricane1993","2019-09-06","Location not disclosed by user"
"50","219423658","1498853788064571396",     0,     0,     0,     0,     0,"2022-03-02","President now talking about plan to continue fight Covid. Including domestic Vaccines, research to identify and vaccinate against sub variants, more free tests, open schools and keep them open, and sending vaccines around the world two other countries. #SOTU","https://pbs.twimg.com/profile_images/1357492086703083523/mpcLaL1q_bigger.jpg","Political Analyst on TV and in Print. Professor at Dillard University. Keynote Speaker. Ex US Senate Staffer. Booking: rcollins@dillard.edu",   1829,   1212,   3830,     26,"DrRobertCollins","Robert Collins","2010-11-24","New Orleans"
"51","30896222","1498853686860206080",     0,     1,     0,     0,     0,"2022-03-02","""test to treat"" is a great idea. Free treatment to limit risk of death from COVID. Why not free treatment for those who need insulin? Why not all life-saving drugs?#SOTU","https://pbs.twimg.com/profile_images/1080876156612534272/NgZAm1BZ_bigger.jpg","I'm the 1,592,454,817th most interesting man in the world.  Not worth stalking. ENV (Ethically Non Vegetarian).",     63,     48,   5865,      1,"rwarrentaylor","Robrick Warren","2009-04-13","center of the known universe"
"52","2220389409","1498853673195159555",     0,     0,     1,     0,     0,"2022-03-02","can i exchange my eligibility of four more free covid tests for another stimmy #SOTU","https://pbs.twimg.com/profile_images/1405194333121224707/ryN32y0C_bigger.jpg","@unc & @unchussman alum '21 • Previous: @theobserver • @dailytarheel • @iheartradio",   1014,    945,   1887,      2,"Nathankwesley","Nathan Wesley","2013-12-11","Brooklyn, NY"
